State,City,Vulnerability Management,Vulnerability Analyst,Vulnerability Specialist,Incident Specialist,Incident Responder,Incident Analyst,Malware analyst,Reverse engineer,Threat analyst,Identity and access management specialist,SOC analyst,SOC engineer,Application specialist,Application engineer,Application Support,Server administrator,PEN tester,Systems investigator,City Total,State Total
California,Clovis,2,70,1,0,7,2,0,1,0,1,0,0,11,0,0,0,5,0,100,12759
Oregon,Bend,1,28,63,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,100,375
Texas,Huntsville,58,10,8,0,12,1,0,0,0,0,0,1,1,0,1,3,5,0,100,11780
California,Fresno,2,70,1,0,7,2,0,0,0,1,0,0,11,0,0,0,5,0,99,24222
California,Madera,2,71,1,0,7,1,0,1,0,1,0,0,10,0,0,0,5,0,99,38717
Iowa,Waterloo,3,34,39,0,2,0,0,0,0,1,1,2,5,0,5,4,2,0,98,2944
New York,Schenectady,21,6,3,0,21,6,0,8,0,1,1,4,2,0,1,16,8,0,98,4303
South Carolina,Sumter,1,12,21,0,1,2,0,4,0,0,1,3,12,0,34,6,1,0,98,1634
California,Lake Elsinore,13,15,1,0,12,3,0,29,1,1,3,1,1,1,12,2,2,0,97,34242
Ohio,Akron,20,21,4,0,23,5,0,1,0,2,1,2,1,0,7,6,4,0,97,97
Tennessee,Johnson City,4,35,47,0,2,0,0,1,0,0,0,0,4,0,1,1,2,0,97,2054
Texas,Edinburg,3,17,69,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,97,7014
Virginia,Roanoke,5,1,80,0,0,1,0,1,0,1,0,1,4,0,0,1,2,0,97,5232
California,Perris,9,3,2,0,3,5,0,29,0,1,1,1,28,1,8,2,3,0,96,52785
North Carolina,Asheville,8,1,79,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,96,386
Texas,Pharr,3,17,69,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,96,18441
Florida,Ormond Beach,4,4,55,0,2,4,0,0,0,0,0,2,8,0,7,7,2,0,95,10712
New Mexico,Clovis,55,7,10,0,2,0,0,1,0,0,0,0,10,0,2,2,6,0,95,177
South Carolina,Goose Creek,13,1,1,0,29,6,0,4,0,8,1,1,9,0,6,1,15,0,95,625
South Carolina,North Charleston,13,1,1,0,29,6,0,4,0,8,1,1,9,0,6,1,15,0,95,1042
South Carolina,Summerville,13,1,1,0,29,6,0,4,0,8,1,1,9,0,6,1,15,0,95,1536
Texas,McAllen,3,17,68,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,95,15279
Texas,Mission,3,17,67,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,95,16044
New York,Albany,20,6,3,0,20,6,0,8,0,1,1,4,2,0,1,15,7,0,94,94
Tennessee,Kingsport,4,28,47,0,2,4,0,1,0,0,0,0,4,0,1,1,2,0,94,2148
Illinois,Bloomington,5,35,37,0,3,4,0,1,0,1,1,0,2,0,2,1,1,0,93,2517
New York,Troy,21,6,3,0,21,0,0,8,0,1,1,4,2,0,1,16,8,0,92,4463
Texas,New Braunfels,14,2,1,0,10,7,0,4,0,2,6,3,28,0,3,8,4,0,92,16468
California,Davis,34,3,3,0,14,4,0,0,0,1,4,4,1,0,6,9,8,0,91,18746
Idaho,Twin Falls,69,3,8,0,3,0,0,0,0,0,0,0,3,0,4,1,0,0,91,720
Illinois,Peoria,12,4,56,0,3,0,0,1,0,0,0,0,9,0,2,2,2,0,91,13500
Virginia,Harrisonburg,2,31,45,0,1,4,0,0,0,1,0,1,2,0,1,2,1,0,91,2260
Arkansas,Conway,1,1,64,0,1,2,0,0,0,0,1,1,11,0,4,2,2,0,90,144
Oklahoma,Stillwater,62,8,9,0,3,2,0,1,0,0,0,0,1,0,1,1,2,0,90,874
South Carolina,Charleston,13,1,1,0,28,5,0,4,0,8,1,1,7,0,6,1,14,0,90,90
South Carolina,Mount Pleasant,13,1,1,0,28,5,0,4,0,8,1,1,7,0,6,1,14,0,90,947
California,Lompoc,2,35,27,0,1,4,0,0,0,3,1,5,1,0,1,4,5,0,89,36859
Florida,Fort Pierce,1,4,1,0,1,1,0,1,0,23,0,13,2,0,7,6,29,0,89,4645
Wyoming,Cheyenne,1,19,36,0,2,3,0,0,0,9,3,7,1,0,1,2,5,0,89,159
Arizona,Maricopa,20,5,2,0,11,4,0,1,1,2,1,8,22,0,6,2,3,0,88,3101
Arkansas,Pine Bluff,36,2,12,0,7,6,0,0,0,0,1,1,19,0,0,3,1,0,88,496
California,Oxnard,12,5,1,1,6,1,0,1,1,3,1,1,40,0,7,4,4,0,88,48911
Louisiana,Lafayette,7,58,1,0,4,2,0,1,0,0,0,0,10,0,0,3,2,0,88,951
North Carolina,Greenville,6,1,62,0,9,0,0,0,0,3,0,0,1,0,3,1,2,0,88,2732
Alabama,Birmingham,24,2,4,0,12,0,0,0,0,1,1,1,24,0,10,5,3,0,87,196
Alabama,Hoover,24,2,4,0,12,0,0,0,0,1,1,1,24,0,10,5,3,0,87,700
Alabama,Florence,65,4,13,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,86,613
Georgia,Athens-Clarke County,1,4,36,0,1,5,0,3,0,1,4,1,1,0,13,15,1,0,86,767
Missouri,Jefferson City,5,27,47,0,2,1,0,0,0,0,0,0,1,0,0,0,3,0,86,1115
Montana,Bozeman,1,46,34,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,86,274
Indiana,Evansville,1,2,71,0,3,1,0,0,0,0,0,0,4,0,0,1,2,0,85,655
Montana,Great Falls,62,7,12,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,85,359
Illinois,Rockford,1,3,71,0,2,1,0,0,0,1,0,0,3,0,0,0,2,0,84,13941
Mississippi,Gulfport,6,26,39,0,2,1,0,0,0,0,2,1,0,0,2,2,3,0,84,168
Mississippi,Biloxi,4,21,40,0,2,1,0,0,0,0,2,1,8,0,1,2,2,0,84,84
California,Bakersfield,5,50,2,0,6,1,0,0,0,0,0,0,11,0,2,2,3,0,82,4016
Iowa,Cedar Falls,3,34,37,0,2,0,0,0,0,1,0,0,3,0,0,0,2,0,82,752
New Mexico,Albuquerque,17,8,3,0,22,6,0,0,0,2,0,5,2,0,0,13,4,0,82,82
New Mexico,Rio Rancho,17,8,3,0,22,6,0,0,0,2,0,5,2,0,0,13,4,0,82,558
New Mexico,Farmington,58,17,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,259
Washington,Spokane,6,56,2,0,2,1,0,0,0,0,0,1,12,0,0,0,2,0,82,10210
California,Modesto,2,42,0,0,1,2,0,0,0,4,1,7,6,0,12,3,1,0,81,40835
Idaho,Pocatello,1,43,18,0,3,0,0,1,0,1,0,0,7,0,3,2,2,0,81,629
California,Petaluma,13,1,3,0,9,4,0,1,2,1,20,1,15,0,5,4,1,0,80,52865
Illinois,Quincy,54,6,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,79,13735
Oklahoma,Enid,66,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,391
Utah,Logan,1,35,21,0,1,0,0,8,0,5,1,0,3,0,1,1,1,0,78,1585
California,Menifee,6,1,2,0,1,3,0,31,1,1,1,1,23,1,1,1,3,0,77,39655
Georgia,Valdosta,63,2,6,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,77,5889
Idaho,Boise City,8,4,3,0,1,5,0,1,0,1,2,8,29,0,9,5,1,0,77,77
Idaho,Meridian,8,4,3,0,1,5,0,1,0,1,2,8,29,0,9,5,1,0,77,471
Idaho,Nampa,8,4,3,0,1,5,0,1,0,1,2,8,29,0,9,5,1,0,77,548
Ohio,Lancaster,1,3,3,0,15,1,0,3,0,20,5,2,5,0,3,5,9,0,75,3752
California,Moreno Valley,10,3,2,0,4,5,0,32,0,1,1,1,2,0,8,1,4,0,74,42776
California,Woodland,29,3,3,0,10,4,0,1,0,1,4,4,1,0,4,6,4,0,74,81557
California,Yucaipa,8,1,2,0,1,5,0,29,0,1,3,2,19,0,0,1,2,0,74,82101
Idaho,Idaho Falls,4,34,23,0,3,0,0,1,0,1,0,0,2,0,3,2,1,0,74,394
Michigan,Grand Rapids,12,8,0,0,1,2,0,1,0,4,4,6,23,0,0,4,8,0,73,2148
Florida,Titusville,11,2,4,0,6,7,0,0,0,3,0,25,1,0,5,4,4,0,72,14996
Texas,Lubbock,2,25,38,0,0,2,0,0,0,0,0,0,1,0,2,1,1,0,72,14769
California,Beaumont,7,1,2,0,1,3,0,29,0,2,1,1,19,0,2,1,2,0,71,4668
North Dakota,Bismarck,8,0,58,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,71,71
Wisconsin,Madison,21,1,3,0,0,19,0,1,0,1,2,1,2,0,6,6,8,0,71,1496
Idaho,Caldwell,6,2,3,0,1,4,0,1,0,1,0,8,26,0,9,5,4,0,70,147
Texas,Port Arthur,3,54,2,0,1,5,0,0,0,1,0,0,3,0,0,0,1,0,70,18915
Wyoming,Casper,59,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,70
New Jersey,Atlantic City,4,1,36,0,5,0,0,2,0,0,0,0,9,0,2,1,8,0,68,68
New York,Syracuse,16,3,1,0,4,1,1,1,0,4,0,0,23,0,8,3,3,0,68,4371
Washington,Kennewick,1,56,0,0,0,1,0,0,2,2,0,0,1,0,3,0,2,0,68,4076
California,San Luis Obispo,11,1,45,0,2,0,0,0,0,1,0,0,2,0,1,2,2,0,67,65835
North Carolina,Wilmington,5,1,49,0,3,1,0,1,0,1,0,0,1,0,2,2,1,0,67,4509
Texas,Corpus Christi,1,59,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,67,5226
California,Rohnert Park,10,1,3,0,8,2,0,1,2,1,21,1,11,0,2,2,1,0,66,59991
California,El Centro,58,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,21325
Texas,Waco,1,2,42,0,1,1,0,0,0,0,1,0,1,0,15,1,1,0,66,23446
Florida,Ocala,1,26,26,0,5,1,0,1,0,0,0,1,1,0,1,1,1,0,65,9934
New York,Buffalo,18,9,1,0,13,1,0,2,0,3,1,1,1,0,7,5,3,0,65,312
California,Fairfield,10,3,1,0,8,4,0,2,2,1,1,1,26,0,1,2,2,0,64,22619
Missouri,St. Joseph,1,12,24,0,3,1,0,1,0,1,5,1,1,0,2,2,10,0,64,1979
Kansas,Hutchinson,34,6,7,0,2,1,0,0,0,1,0,0,0,0,5,0,7,0,63,63
Oregon,Springfield,1,48,2,0,4,1,0,2,0,0,1,0,1,0,2,0,0,0,62,1885
California,Chico,4,0,48,0,1,2,0,0,0,1,0,0,1,0,2,1,1,0,61,11510
California,Santa Rosa,10,1,2,0,8,1,0,1,2,1,20,1,9,0,2,2,1,0,61,70642
Oregon,Eugene,1,48,2,0,4,1,0,2,0,0,0,0,1,0,2,0,0,0,61,462
Arkansas,Fort Smith,3,19,17,0,1,5,0,0,0,0,1,0,1,0,0,1,12,0,60,261
Tennessee,Nashville-Davidson,2,14,12,0,2,5,0,2,0,1,4,4,3,0,1,9,1,0,60,2632
Texas,Harlingen,3,10,41,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,60,11296
Arkansas,Springdale,4,1,3,0,16,4,0,4,0,2,2,1,5,0,1,3,13,0,59,613
California,Napa,5,1,2,0,10,3,0,1,2,4,1,2,23,0,2,2,1,0,59,44075
Ohio,Lorain,15,3,3,0,5,7,0,1,0,1,1,1,12,0,6,2,2,0,59,3865
Oregon,Medford,3,0,45,0,1,1,0,0,0,0,0,1,8,0,0,0,0,0,59,1354
Tennessee,Knoxville,8,6,2,0,11,7,0,2,0,1,2,3,2,0,8,4,3,0,59,2207
Washington,Marysville,11,7,1,0,6,5,0,11,2,1,10,2,0,0,1,1,1,0,59,5840
Wisconsin,Sheboygan,1,27,16,0,2,1,0,3,0,3,1,1,1,0,1,1,1,0,59,2269
Arkansas,Rogers,4,1,3,0,16,4,0,4,0,2,2,1,5,0,1,3,12,0,58,554
Indiana,Anderson,10,1,1,0,10,11,0,0,0,2,1,2,13,0,4,2,1,0,58,58
Pennsylvania,Lancaster,11,6,4,0,8,11,0,1,0,2,3,4,3,0,2,1,2,0,58,335
Arkansas,Fayetteville,4,1,3,0,16,4,0,4,0,2,0,1,5,0,1,3,13,0,57,201
Florida,Bradenton,13,1,8,0,1,2,0,3,2,1,1,6,3,0,1,7,8,0,57,1914
North Dakota,Minot,39,4,10,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,57,389
Oklahoma,Midwest City,17,1,1,0,13,2,0,4,0,1,0,2,1,0,4,9,2,0,57,501
Oklahoma,Moore,17,1,1,0,13,2,0,4,0,1,0,2,1,0,4,9,2,0,57,558
Oklahoma,Oklahoma City,17,1,1,0,13,2,0,4,0,1,0,2,1,0,4,9,2,0,57,784
Tennessee,Murfreesboro,19,2,1,0,3,5,0,2,0,1,1,5,11,0,2,3,2,0,57,2572
California,Calexico,53,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,8858
Connecticut,Norwich,17,2,3,0,3,2,0,9,0,3,8,3,1,0,1,3,1,0,56,1550
Missouri,Cape Girardeau,3,11,37,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,56,194
New York,Niagara Falls,17,9,1,0,12,1,0,2,0,2,1,1,1,0,6,0,3,0,56,3928
Arkansas,Little Rock,7,3,1,0,7,0,0,0,0,0,1,1,21,0,4,3,7,0,55,353
Arkansas,North Little Rock,7,3,1,0,7,0,0,0,0,0,1,1,21,0,4,3,7,0,55,408
Arkansas,Bentonville,4,1,3,0,16,4,0,4,0,2,2,1,0,0,1,3,13,0,54,54
California,Apple Valley,1,7,29,0,1,3,0,0,0,1,0,0,1,0,2,1,8,0,54,3005
California,Porterville,4,11,23,0,6,2,0,0,0,0,0,0,1,0,2,2,3,0,54,55684
California,La Quinta,0,2,36,0,1,7,0,0,0,0,1,1,4,0,1,1,0,0,54,33830
Illinois,Normal,5,35,0,0,3,4,0,0,0,0,1,0,2,0,2,1,1,0,54,11205
Louisiana,Lake Charles,1,24,17,0,1,6,0,0,0,0,0,0,4,0,0,0,1,0,54,1005
North Dakota,Grand Forks,2,21,25,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,54,332
Ohio,Lima,1,16,24,0,3,0,0,0,0,2,0,0,1,0,3,2,2,0,54,3806
Oklahoma,Edmond,17,1,1,0,13,2,0,3,0,1,0,2,1,0,4,8,1,0,54,312
Wisconsin,Wausau,6,2,40,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,54,2500
Louisiana,Alexandria,1,10,33,0,2,1,0,0,0,0,0,0,2,0,2,1,1,0,53,53
New Hampshire,Concord,17,4,1,0,2,7,0,1,0,2,1,3,6,0,5,3,1,0,53,53
Oklahoma,Lawton,1,24,20,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,53,444
Arizona,Flagstaff,1,18,25,0,2,1,0,0,0,0,0,0,3,0,1,0,1,0,52,1563
California,Yuba City,3,12,16,0,1,5,0,1,0,1,4,1,2,0,2,3,1,0,52,82027
Wisconsin,Oshkosh,10,8,7,0,4,3,0,3,0,1,0,0,5,0,2,1,8,0,52,2042
Florida,Melbourne,8,3,5,0,4,5,0,0,0,1,1,13,1,0,1,5,4,0,51,7902
Pennsylvania,Allentown,6,10,1,0,5,1,0,1,3,2,1,1,15,0,1,2,2,0,51,51
Pennsylvania,Bethlehem,6,9,1,0,5,1,0,1,3,2,1,1,16,0,1,2,2,0,51,147
Tennessee,Cleveland,1,1,30,0,5,2,0,0,0,1,1,0,3,0,1,2,4,0,51,797
California,Victorville,1,0,28,0,0,3,0,0,0,1,0,1,1,0,3,1,11,0,50,78036
Missouri,Joplin,1,16,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,1165
Wisconsin,Appleton,11,9,7,0,6,3,0,3,0,1,0,0,6,0,2,1,1,0,50,50
Kansas,Lawrence,10,3,1,0,4,2,0,2,0,1,1,1,4,0,14,1,5,0,49,261
Kansas,Manhattan,1,36,1,0,1,1,0,0,0,0,0,0,2,0,1,2,4,0,49,466
Michigan,Flint,1,2,1,0,5,1,0,1,0,4,6,13,5,0,2,1,7,0,49,2075
Montana,Missoula,1,17,25,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,48,407
North Carolina,Burlington,14,2,1,0,8,1,0,2,1,3,2,1,4,0,5,3,1,0,48,434
Oklahoma,Norman,14,1,1,0,10,2,0,3,0,1,0,2,1,0,3,8,2,0,48,727
California,Vacaville,1,1,1,0,9,3,0,3,2,2,0,1,17,0,2,3,1,0,46,77372
Florida,Palm Bay,7,3,3,0,4,4,0,0,0,1,0,13,1,0,1,5,4,0,46,10758
New Mexico,Roswell,34,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,604
South Carolina,Greenville,12,8,1,0,6,7,0,0,0,1,0,2,1,0,2,3,3,0,46,671
Texas,Brownsville,2,7,33,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,46,2664
Massachusetts,Pittsfield,1,1,2,0,1,1,0,5,0,1,5,2,7,0,9,7,3,0,45,9188
Pennsylvania,Altoona,1,12,23,0,0,1,0,0,0,0,1,0,3,0,0,3,1,0,45,96
Louisiana,Monroe,1,7,31,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,44,1049
Ohio,Canton,7,10,2,0,13,1,0,1,0,1,1,2,1,0,0,1,4,0,44,346
Texas,Longview,1,16,19,0,0,4,0,0,0,1,0,0,2,0,0,0,1,0,44,14697
Virginia,Charlottesville,3,1,1,0,10,1,0,0,0,1,0,1,18,0,1,3,4,0,44,1539
California,Redding,1,17,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43,57168
Nevada,Reno,7,1,4,0,5,2,0,0,0,0,0,0,14,0,1,1,8,0,43,598
Nevada,Sparks,7,1,4,0,5,1,0,0,0,0,0,0,14,0,1,1,8,0,42,640
Ohio,Findlay,1,1,25,0,5,0,0,0,0,0,1,0,2,0,3,2,2,0,42,2507
Arizona,Yuma,2,0,29,0,4,0,0,0,0,1,0,0,2,0,0,3,0,0,41,6490
Kentucky,Owensboro,3,2,27,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,38,953
Arkansas,Jonesboro,1,9,24,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,37,298
Missouri,Springfield,4,1,4,0,2,3,0,1,0,1,0,0,14,0,1,1,5,0,37,1615
Washington,Yakima,2,19,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,37,10922
Arizona,Bullhead City,27,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,827
Florida,Tallahassee,2,1,1,0,10,1,0,1,0,0,1,0,1,0,10,6,1,0,35,14155
Kansas,Salina,1,12,9,0,1,1,0,0,0,0,0,0,10,0,1,0,0,0,35,807
Texas,College Station,2,25,1,0,1,2,0,0,0,0,0,0,1,0,1,0,2,0,35,4449
Texas,Laredo,2,7,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35,13938
Nebraska,Grand Island,1,8,20,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,34,496
Arizona,Lake Havasu City,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2901
Oregon,Albany,3,4,1,0,3,3,0,1,0,0,1,0,7,0,2,1,6,0,32,32
Texas,Bryan,2,22,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,31,2695
California,Delano,1,6,7,0,6,1,0,0,0,0,0,0,2,0,2,2,3,0,30,18776
Indiana,Elkhart,6,1,1,0,5,1,0,0,0,1,0,0,9,0,1,1,4,0,30,570
Michigan,Portage,7,1,1,0,1,4,0,0,0,1,1,1,6,0,2,1,4,0,30,4382
Indiana,Mishawaka,6,1,1,0,5,1,0,0,0,1,0,0,8,0,1,1,4,0,29,3088
Michigan,Kalamazoo,8,1,1,0,1,0,0,0,0,1,3,5,0,0,3,2,4,0,29,2177
Georgia,Macon,5,1,1,0,1,2,0,0,0,6,1,0,3,0,0,6,2,0,28,3117
Indiana,Fort Wayne,8,3,3,0,3,0,0,0,0,1,0,0,1,0,2,2,5,0,28,921
Georgia,Warner Robins,5,1,1,0,1,2,0,0,0,6,1,0,3,0,0,5,2,0,27,5916
Washington,Spokane Valley,6,1,2,0,2,1,0,0,0,0,0,1,13,0,0,1,0,0,27,10237
California,Merced,1,5,15,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,26,39681
Oregon,Corvallis,1,4,1,0,3,3,0,1,0,0,1,0,2,0,2,1,7,0,26,401
Indiana,South Bend,5,1,1,0,5,1,0,0,0,1,0,0,8,0,1,1,1,0,25,3663
Pennsylvania,Wilkes-Barre,5,1,2,0,5,1,0,1,0,1,1,0,1,0,1,1,2,0,22,1346
Arizona,Prescott Valley,1,4,12,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,21,4611
Wisconsin,Green Bay,5,2,1,0,4,3,0,0,0,1,0,0,1,0,1,1,1,0,20,741
Pennsylvania,Scranton,5,1,2,0,4,1,0,0,0,1,1,0,1,0,0,1,2,0,19,1143
Texas,Victoria,1,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,23380
Michigan,Saginaw,4,2,3,0,1,1,0,1,0,0,0,0,3,0,0,0,3,0,18,5375
Michigan,Midland,3,2,3,0,1,1,0,1,0,0,0,0,2,0,0,0,3,0,16,3367
Mississippi,Hattiesburg,1,1,7,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,15,183
Pennsylvania,Erie,2,2,0,0,1,4,0,0,0,0,0,1,2,0,0,0,2,0,14,161
Mississippi,Meridian,1,1,6,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,13,394
Colorado,Grand Junction,3,1,2,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,12,3512
Texas,Beaumont,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1970
California,Jurupa Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31640
California,San Buenaventura (Ventura),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62057
Massachusetts,Weymouth Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12525
